mean_score,max_score,steps
33.4,46.0,894814
32.0,46.0,895550
32.1,46.0,896686
31.6,46.0,897778
29.9,44.0,898856
28.6,44.0,899920
27.5,44.0,900741
27.6,44.0,901953
25.7,44.0,903092
22.5,35.0,903780
22.6,36.0,905033
23.5,36.0,906055
24.5,36.0,907378
25.7,36.0,908727
24.6,36.0,909612
24.2,36.0,910614
23.9,36.0,911714
23.7,36.0,912689
23.8,36.0,913485
25.0,36.0,914603
24.6,36.0,915799
24.2,36.0,916684
24.5,39.0,918132
25.0,39.0,919341
25.4,39.0,920317
26.6,39.0,921323
28.9,44.0,922576
28.5,44.0,923669
30.1,44.0,924917
29.3,44.0,925829
30.0,44.0,927349
29.7,44.0,928127
27.8,44.0,929150
26.0,44.0,930183
26.4,44.0,931283
26.4,44.0,932425
24.6,39.0,933706
24.0,39.0,934527
24.5,41.0,935685
25.8,41.0,936784
24.0,41.0,937857
25.3,41.0,939154
25.2,41.0,940212
24.9,41.0,941085
25.9,41.0,942599
25.2,41.0,943735
24.0,41.0,944513
24.9,41.0,945602
23.4,36.0,946504
23.0,36.0,947469
23.6,36.0,948612
23.3,36.0,949602
23.9,36.0,950826
25.1,36.0,951994
24.0,28.0,953011
23.2,28.0,953929
23.2,28.0,954776
22.5,28.0,955710
24.9,50.0,957384
25.8,50.0,958897
25.7,50.0,959835
27.2,50.0,961040
28.3,50.0,962352
27.3,50.0,963231
27.3,50.0,964334
27.6,50.0,965344
28.0,50.0,966364
29.4,50.0,967830
26.8,39.0,968952
26.5,39.0,970095
27.8,39.0,971429
26.0,39.0,972510
24.8,39.0,973706
26.2,39.0,974800
26.2,39.0,975929
26.2,39.0,976862
27.7,39.0,977800
25.8,39.0,978323
25.3,39.0,979418
25.8,39.0,980797
24.0,36.0,981810
24.1,36.0,982861
24.5,36.0,983968
24.9,36.0,985386
24.1,36.0,986285
25.8,36.0,987400
28.2,57.0,989125
29.6,57.0,990277
29.3,57.0,991217
29.4,57.0,992603
30.1,57.0,993637
29.9,57.0,994587
33.6,65.0,996108
32.8,65.0,997220
35.1,65.0,998673
34.0,65.0,999984
31.3,65.0,1001147
31.3,65.0,1002315
33.7,65.0,1003595
34.1,65.0,1005061
34.7,65.0,1006276
34.8,65.0,1007210
30.2,41.0,1008174
31.1,41.0,1009642
29.4,41.0,1010686
32.0,50.0,1012299
32.3,50.0,1013541
31.1,50.0,1014290
30.1,50.0,1015321
27.9,50.0,1016359
26.1,50.0,1017279
26.3,50.0,1018366
26.0,50.0,1019208
23.8,50.0,1020092
22.8,50.0,1020893
19.9,33.0,1021733
20.1,35.0,1023060
21.1,35.0,1024118
20.4,35.0,1025278
20.8,35.0,1026298
22.6,35.0,1027600
21.7,35.0,1028464
23.0,35.0,1029682
24.7,35.0,1030913
24.9,35.0,1031809
25.6,35.0,1032821
23.6,34.0,1033704
22.5,34.0,1034456
23.6,34.0,1035841
24.2,34.0,1036545
24.3,35.0,1037923
25.6,35.0,1039204
26.1,35.0,1040367
25.8,35.0,1041603
27.5,35.0,1042875
28.3,36.0,1044294
30.4,36.0,1045683
31.9,36.0,1046990
31.1,36.0,1048120
30.5,36.0,1049197
29.6,36.0,1050388
30.4,36.0,1051847
28.2,36.0,1052551
27.3,36.0,1053459
25.6,36.0,1054374
26.9,49.0,1056157
25.2,49.0,1057009
24.7,49.0,1058002
25.0,49.0,1059281
25.9,49.0,1060535
26.6,49.0,1061843
26.6,49.0,1063389
26.9,49.0,1064280
27.3,49.0,1065266
29.9,49.0,1066730
26.2,41.0,1067482
27.2,41.0,1068799
28.8,41.0,1070185
28.9,41.0,1071330
30.1,44.0,1072887
28.4,44.0,1073855
26.9,44.0,1074760
28.2,44.0,1075851
29.1,44.0,1077031
29.9,49.0,1078844
30.7,49.0,1079798
29.7,49.0,1080798
28.0,49.0,1081762
28.1,49.0,1083055
25.7,49.0,1083825
27.6,49.0,1085014
27.9,49.0,1086126
29.5,49.0,1087778
29.6,49.0,1089185
26.1,44.0,1090080
25.3,44.0,1090784
25.8,44.0,1092044
25.9,44.0,1092965
25.9,44.0,1094269
25.8,44.0,1095311
25.2,44.0,1096540
25.5,44.0,1097800
23.9,34.0,1098866
22.4,31.0,1099767
24.0,31.0,1101106
27.0,42.0,1102353
25.9,42.0,1103215
26.5,42.0,1104478
26.1,42.0,1105705
27.7,42.0,1106834
26.9,42.0,1107898
27.1,42.0,1109243
25.8,42.0,1110134
26.2,42.0,1111272
24.7,42.0,1112133
22.0,35.0,1112975
24.3,36.0,1114287
24.0,36.0,1115470
23.9,36.0,1116391
21.3,36.0,1116943
22.0,36.0,1118149
23.7,45.0,1119636
24.1,45.0,1120628
25.8,45.0,1122215
26.2,45.0,1123233
26.3,45.0,1124143
25.1,45.0,1125085
24.5,45.0,1126122
24.6,45.0,1127395
24.7,45.0,1128045
23.6,45.0,1128883
21.7,40.0,1129970
21.7,40.0,1130823
20.5,28.0,1132039
21.3,28.0,1133184
21.3,28.0,1134113
20.7,28.0,1135145
20.9,28.0,1136140
20.1,28.0,1137102
20.9,28.0,1137946
20.4,28.0,1138662
20.0,28.0,1139818
21.1,30.0,1141202
20.6,30.0,1142296
20.2,30.0,1143463
23.1,45.0,1144880
23.9,45.0,1145965
23.8,45.0,1146926
23.0,45.0,1147590
25.5,45.0,1149154
27.3,45.0,1150295
27.7,45.0,1151449
27.9,45.0,1152627
27.3,45.0,1153416
28.4,45.0,1154456
