1,0.0
11350,0.0
23420,0.0
35353,0.0
47877,0.0
60726,0.0
75187,0.0
86835,0.0
99167,0.0
111808,0.0
123538,0.0
135467,0.0
814896,14.3
912817,27.9
1012272,22.2
1079502,33.1
1139817,30.4
1202128,38.7
1278194,32.8
1336887,64.0
1412582,52.6
1487944,53.9
1557648,68.5
1640429,34.5
1698477,78.5
1781443,72.4
1857553,65.5
1934028,83.5
2017930,73.0
2099340,86.7
2181730,84.1
2274351,71.2
2362594,62.7
2431528,99.9
2519847,67.7
2606153,49.1
2677694,70.2
2753691,31.7
2824630,71.8
2895011,86.8
2975400,93.4
3056823,74.6
3131096,92.8
3214248,82.6
3294958,73.0
3371795,119.1
3455210,114.9
3538301,118.6
3629069,97.4
3712828,109.7
3801798,117.4
3903269,39.7
3976734,113.2
4087787,108.4
4192777,134.0
4307980,180.8
4418406,134.4
4531330,119.8
4642309,155.7
4759044,158.6
4882476,157.2
5001567,171.9
5112568,131.2
5217865,137.7
5342124,156.7
5492565,104.3
5611849,184.0
5739745,145.5
5853228,240.7
5995540,183.6
6130565,112.0
6271781,179.1
6426079,194.6
6582159,205.7
6735483,207.0
6917219,198.7
7071463,120.2
7212723,200.7
7360349,239.8
7529315,196.9
7688635,223.3
7860015,234.5
8016765,224.8
8178963,178.2
8333925,119.7
8477782,192.2
8631420,161.6
8778569,269.9
8936403,156.5
9094752,241.9
9271100,266.1
9450279,248.0
9622189,241.7
9788524,240.1
9954751,244.1
10124615,196.3
10274874,90.2
10409295,226.8
10563626,223.1
10730219,225.6
10888609,253.2
11188612,136.5
11568046,201.7
11980785,236.3
12295847,161.6
12684092,302.3
13185457,205.9
13625814,287.6
14124773,279.6
14495239,262.8
14621965,256.2
14741531,299.5
14863871,289.6
14961634,266.9
15075987,209.6
15158502,331.6
15274749,272.3
15370668,238.2
15467201,295.2
15576161,264.8
15675751,263.9
15769889,314.6
15929874,171.9
16014497,351.6
16129327,232.5
16221596,284.5
16329253,282.6
16423266,263.6
16531409,235.0
16621056,268.1
16717646,325.7
16818347,256.5
16911819,243.9
16998510,322.2
17110301,299.6
17208376,254.6
17302788,200.9
17391814,335.0
17494286,308.8
17604699,293.0
17715097,326.8
17822521,306.1
17940409,322.5
18048897,275.4
18137235,251.3
18238702,234.6
18335047,304.4
18454735,277.0
18574999,272.8
18678030,248.7
18803210,329.1
18918309,273.3
19027589,228.2
19131190,200.9
19231173,302.6
19349144,263.6
19451407,223.3
19538069,261.4
19639140,345.6
19897671,314.0
20006497,253.7
20094949,287.0
20262813,276.6
20370853,263.0
20490859,292.1
20595538,315.2
20696359,302.2
20789660,324.0
20907774,269.8
21004308,226.7
21206374,326.9
21403480,319.2
21561234,274.7
21665626,345.4
21775563,293.9
21886040,266.2
21988179,286.9
22085779,217.5
22185245,195.7
22276721,289.0
22387141,303.5
22461487,252.1
22556543,223.3
22665118,312.5
22774211,259.9
22878124,377.1
22987597,225.8
23087516,351.2
23202862,311.6
23323706,212.3
23419564,319.1
23528109,249.9
23626699,297.8
23732921,329.1
23841727,318.5
23953815,319.4
24061041,255.1
24162110,255.3
24265135,243.4
24373513,329.0
24476686,163.3
24565394,311.1
24677137,250.2
24761845,298.1
24848276,328.5
24932300,305.3
25011875,292.5
25095774,355.4
25187379,268.7
25263198,258.5
25341934,260.6
25417466,276.4
25496346,268.7
25577262,316.3
25656345,269.3
25731438,204.6
25805871,294.2
25952498,244.4
26074037,263.0
26195473,274.5
26296828,236.3
26439570,253.7
26519311,292.4
26682492,290.3
26781868,263.5
26903963,276.9
27002816,270.2
27099921,288.8
27185937,207.9
27260055,314.6
27348908,265.5
27428646,232.5
27499900,332.2
27619748,319.1
27701413,305.5
27794687,257.0
27903748,282.1
27992121,308.8
28080208,304.6
28167363,303.5
28275903,336.0
28374204,303.8
28456093,247.5
28505385,284.3
28558329,277.9
28601509,253.9
28644665,319.0
28690296,268.7
28732188,309.3
28773612,349.2
28833745,245.4
28875444,236.3
28915503,336.8
28962527,338.4
29017217,338.8
29064114,329.2
29111902,240.0
29158056,314.1
29206481,305.5
