1,0
11350,0
23420,0
35353,0
47877,0
60726,0
75187,0
86835,0
99167,0
111808,0
123538,0
135467,0
814896,25.0
912817,42.0
1012272,49.0
1079502,43.0
1139817,64.0
1202128,65.0
1278194,56.0
1336887,99.0
1412582,85.0
1487944,84.0
1557648,104.0
1640429,61.0
1698477,111.0
1781443,143.0
1857553,121.0
1934028,117.0
2017930,125.0
2099340,238.0
2181730,99.0
2274351,211.0
2362594,97.0
2431528,329.0
2519847,89.0
2606153,64.0
2677694,110.0
2753691,78.0
2824630,117.0
2895011,160.0
2975400,144.0
3056823,122.0
3131096,206.0
3214248,130.0
3294958,94.0
3371795,296.0
3455210,278.0
3538301,258.0
3629069,127.0
3712828,202.0
3801798,197.0
3903269,125.0
3976734,203.0
4087787,289.0
4192777,203.0
4307980,342.0
4418406,244.0
4531330,193.0
4642309,393.0
4759044,297.0
4882476,249.0
5001567,370.0
5112568,356.0
5217865,343.0
5342124,253.0
5492565,177.0
5611849,336.0
5739745,387.0
5853228,428.0
5995540,364.0
6130565,243.0
6271781,363.0
6426079,328.0
6582159,369.0
6735483,420.0
6917219,355.0
7071463,269.0
7212723,426.0
7360349,397.0
7529315,356.0
7688635,392.0
7860015,358.0
8016765,402.0
8178963,350.0
8333925,225.0
8477782,341.0
8631420,372.0
8778569,379.0
8936403,385.0
9094752,397.0
9271100,396.0
9450279,372.0
9622189,387.0
9788524,405.0
9954751,395.0
10124615,389.0
10274874,137.0
10409295,422.0
10563626,387.0
10730219,329.0
10888609,347.0
11188612,316.0
11568046,405.0
11980785,405.0
12295847,426.0
12684092,417.0
13185457,424.0
13625814,401.0
14124773,405.0
14495239,386.0
14621965,415.0
14741531,467.0
14863871,415.0
14961634,351.0
15075987,395.0
15158502,428.0
15274749,404.0
15370668,397.0
15467201,339.0
15576161,427.0
15675751,426.0
15769889,410.0
15929874,313.0
16014497,412.0
16129327,406.0
16221596,419.0
16329253,394.0
16423266,473.0
16531409,363.0
16621056,400.0
16717646,424.0
16818347,382.0
16911819,359.0
16998510,402.0
17110301,395.0
17208376,379.0
17302788,366.0
17391814,417.0
17494286,391.0
17604699,392.0
17715097,433.0
17822521,388.0
17940409,389.0
18048897,377.0
18137235,380.0
18238702,359.0
18335047,397.0
18454735,402.0
18574999,397.0
18678030,393.0
18803210,405.0
18918309,405.0
19027589,362.0
19131190,377.0
19231173,374.0
19349144,375.0
19451407,357.0
19538069,349.0
19639140,395.0
19897671,408.0
20006497,388.0
20094949,391.0
20262813,412.0
20370853,411.0
20490859,421.0
20595538,412.0
20696359,410.0
20789660,413.0
20907774,400.0
21004308,394.0
21206374,405.0
21403480,407.0
21561234,416.0
21665626,411.0
21775563,421.0
21886040,424.0
21988179,414.0
22085779,365.0
22185245,399.0
22276721,420.0
22387141,428.0
22461487,377.0
22556543,352.0
22665118,428.0
22774211,397.0
22878124,419.0
22987597,371.0
23087516,394.0
23202862,403.0
23323706,349.0
23419564,395.0
23528109,408.0
23626699,423.0
23732921,427.0
23841727,414.0
23953815,410.0
24061041,397.0
24162110,371.0
24265135,386.0
24373513,409.0
24476686,375.0
24565394,384.0
24677137,392.0
24761845,386.0
24848276,399.0
24932300,404.0
25011875,418.0
25095774,421.0
25187379,403.0
25263198,376.0
25341934,375.0
25417466,384.0
25496346,371.0
25577262,417.0
25656345,402.0
25731438,382.0
25805871,413.0
25952498,339.0
26074037,396.0
26195473,423.0
26296828,401.0
26439570,366.0
26519311,404.0
26682492,402.0
26781868,427.0
26903963,394.0
27002816,367.0
27099921,365.0
27185937,402.0
27260055,393.0
27348908,400.0
27428646,401.0
27499900,451.0
27619748,413.0
27701413,421.0
27794687,387.0
27903748,393.0
27992121,421.0
28080208,417.0
28167363,394.0
28275903,392.0
28374204,428.0
28456093,401.0
28505385,414.0
28558329,375.0
28601509,377.0
28644665,422.0
28690296,412.0
28732188,416.0
28773612,428.0
28833745,374.0
28875444,398.0
28915503,421.0
28962527,419.0
29017217,426.0
29064114,414.0
29111902,389.0
29158056,394.0
29206481,403.0
